Name,Address,Suburb,Postcode,State,Business Category,LGA,Region
Absolutely Ballroom with Ken Marshall,PO Box 262,Rosanna,3084,VIC,Dance Class/Club,Banyule,North and West Metropolitan Region
Adrian's Dance Classes,405 Camberwell Road,Camberwell,3124,VIC,Dance Class/Club,Boroondara,Eastern Metro
Alamana Dance Studio - Blackburn,1/8 Blackburn Scout Hall,Blackburn,3130,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Alamana Dance Studio - Nunawading,,Nunawading,3131,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Allegro 1 Dance Studio,St Thomas Church Hall,Werribee,3030,VIC,Dance Class/Club,Wyndham ; Melton ; Brimbank,North and West Metropolitan Region
Always Dancing,,Clifton Hill,3068,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Amazing Pre-School Performers,2/96 Voltri Street,Mentone,3194,VIC,Dance Class/Club,"Kingston , Bayside",Southern Metro
Ambition Performance Dancers,68 Cranbourne Road,Frankston,3199,VIC,Dance Class/Club,Frankston,Southern Metro
Anderson R & J,68 Hurstbridge Road,Diamond Creek,3089,VIC,Dance Class/Club,Nillumbik,North and West Metropolitan Region
Andrew and Mary's Dance,,Flemington,3031,VIC,Dance Class/Club,Moonee Valley ; Melbourne,North and West Metropolitan Region
Andy's Cats Corner,Dandenong Workers Club,Dandenong,3175,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
Andy's Cats Corner,"Red Studio, Springers Leisure Centre",Keysborough,3173,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
Andy's Cats Corner,Forest Hill Hall,Forest Hill,3131,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Andy's Cats Corner,Chirnside Park Country Club,Chirnside Park,3116,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Anne Truex-dance,,Traralgon,3844,VIC,Dance Class/Club,La Trobe,Gippsland
Arabesque Eastern Dance School,4 Wilga Avenue,Selby,3159,VIC,Dance Class/Club,"Yarra Ranges , Cardinia",Eastern Metro
Arcadia Dance Centre,5 Malabar Court,Keysborough,3173,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
Arthur Murray Dance Studio,Mezzanine Level,Melbourne,3000,VIC,Dance Class/Club,Melbourne,North and West Metropolitan Region
Arthur Murray Dance Studio,Suite 2,Brighton,3186,VIC,Dance Class/Club,Bayside (C),Southern Metropolitan Region
Arthur Murray Dance Studio,Suite 1,Blackburn,3130,VIC,Dance Class/Club,Whitehorse (C),Eastern Metropolitan Region
Aspect Motion School of Dance,St Stephens Uniting Church Hall,Ringwood East,3135,VIC,Dance Class/Club,Maroondah ,Eastern Metropolitan Region
Atomic School of Entertainment,14 Wilson Avenue,Brunswick,3056,VIC,Dance Class/Club,Moreland,North and West Metropolitan Region
Auditions School Of Dance,Thompsons Road,Patterson Lakes,3197,VIC,Dance Class/Club,Kingston,Southern Metro
Australian Bootscoot & Line Dance Association,15 Brookland Court,Mulgrave East,3170,VIC,Dance Class/Club,Monash,Eastern Metro
Australian Dancing Society,305 Buckley Street,Essendon,3040,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
Australian Dancing Society,PO Box 295,Niddrie,3042,VIC,Dance Class/Club,Moonee Valley ; Brimbank,North and West Metropolitan Region
Australian Teachers of Dancing,,Mentone,3194,VIC,Dance Class/Club,"Kingston , Bayside",Southern Metro
Avenue Dance Studio,19 Roberts Avenue,Horsham,3400,VIC,Dance Class/Club,Horsham Rural,Grampians
Avondale Dance Studio,169 Canning Street,Avondale Heights,3034,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
Ayres School of Irish Dancing,,Melbourne,3000,VIC,Dance Class/Club,Melbourne,North and West Metropolitan Region
Azura's Oasis,210 Sydney Road,Brunswick,3056,VIC,Dance Class/Club,Moreland,North and West Metropolitan Region
Bagheera's The Dance Place,Studio 8,Hallam,3803,VIC,Dance Class/Club,Casey,Southern Metro
Ballarat Dance Works,3A Burnbank Street,Ballarat,3350,VIC,Dance Class/Club,Ballarat,Grampians
Ballarat Rockers Inc.,,Ballarat,3350,VIC,Dance Class/Club,Ballarat,Grampians
Ballroom Dance Class and Social Dance,"The Jessie Morris Community Hall, Corner Devon Road & Oak Street",Oak Park,3046,VIC,Dance Class/Club,Moreland,North and West Metropolitan Region
Ballroom Dancing Chadstone,"Jordanville Community Centre, Batesford Reserve",Chadstone,3148,VIC,Dance Class/Club,"Stonnington , Monash","Southern Metro, Eastern Metro"
"Ballroom, Latin & Rock Dance Class and Social Dance","St. Johns Ambulance Hall,",Broadmeadows,3047,VIC,Dance Class/Club,Hume,North and West Metropolitan Region
"Ballroom, Latin & Rock Dance Class and Social Dance - Ardeer",Fairway Receptions,Ardeer,3022,VIC,Dance Class/Club,Brimbank,North and West Metropolitan Region
Balmoral Highland Dancers,38 Barrow Drive,Heathmont,3135,VIC,Dance Class/Club,Maroondah,Eastern Metro
Barrie & Joan Marr Moorabbin,1 Katoomba Street,Hampton East,3188,VIC,Dance Class/Club,Bayside,Southern Metro
Barrow's Dancing School,Elizabeth Avenue,Mildura,3500,VIC,Dance Class/Club,Mildura Rural,Loddon-Mallee
Bartuccio Dance Centre,Studio 4/40 Green Street,Prahran,3181,VIC,Dance Class/Club,Stonnington,Southern Metro
BDC Dance,13-15 Yertchuk Avenue,Ashwood,3147,VIC,Dance Class/Club,"Monash , Boroondara",Eastern Metro
Bell-Rose Academy Of Dance,Scout Hall,McKinnon,3204,VIC,Dance Class/Club,"Kingston , Glen Eira",Southern Metro
Bellarine Academy of Dance,81 Orton Street,Ocean Grove,3226,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Belly Dance Victoria,Canterbury Road,Forest Hill,3131,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Belly Dancers Company,,Hughesdale,3166,VIC,Dance Class/Club,Monash,Eastern Metro
Bellydance Academy Of The Seventh Veil,99 Auburn Road,Hawthorn,3122,VIC,Dance Class/Club,Boroondara,Eastern Metro
Bellydance Kizmet,243 Bay Street,Brighton,3186,VIC,Dance Class/Club,Bayside,Southern Metro
Bellydance with Ianessa,,Upper Ferntree Gully,3156,VIC,Dance Class/Club,Yarra Ranges (S); Knox (C),Eastern Metropolitan Region
Bellyrine Belly Dancers,400 Pakington Street,Newtown,3220,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Bendigo Club,,Bendigo,3550,VIC,Dance Class/Club,Greater Bendigo,Loddon-Mallee
Bendigo Jailhouse Rockers,,Bendigo,3350,VIC,Dance Class/Club,Greater Bendigo,Loddon-Mallee
Berwick & District Scottish Country Dance Group,Masonic Hall,Berwick,3806,VIC,Dance Class/Club,Casey,Southern Metro
Bilton Academy of Irish Dancing,,Healesville,3777,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Bilton Academy of Irish Dancing - Frankston,,Frankston,3199,VIC,Dance Class/Club,Frankston,Southern Metro
Bilton Academy of Irish Dancing - Toolangi,,Toolangi,3777,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Bilton Academy of Irish Dancing - Wandin,,Wandin,3139,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
BJ's Dance Centre - Fitzroy,371 George Street,Fitzroy,3065,VIC,Dance Class/Club,Yarra (C); Yarra (C),North and West Metropolitan Region
BJ's Dance Centre - Melton,1/21 Reserve Rd ,Melton,,VIC,Dance Class/Club,Wyndham (C); Melton (S),North and West Metropolitan Region
Blum H & J,3 Sarah Court,Montrose,3765,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Body Moving Dance,,,,VIC,Dance Class/Club,,
Bodywave Bellydance,,Frankston,3199,VIC,Dance Class/Club,Frankston ,Southern Metropolitan Region
Bolero Dance Studio,17 Hereford Road,Mount Evelyn,3796,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Bollywood Dance School - East Malvern,Phoenix Park Community Centre,East Malvern,3145,VIC,Dance Class/Club,Stonnington (C),Southern Metropolitan Region
Bollywood Dance School - East Melbourne,St John's  Primary School,East Melbourne,3002,VIC,Dance Class/Club,Melbourne (C),North and West Metropolitan Region
Bollywood Dance School - Preston,Preston Neighbourhood House,Preston,3072,VIC,Dance Class/Club,Darebin (C),North and West Metropolitan Region
Bollywood Dance School - Princes Hill,Princes Hill Community Centre,Princes Hill,3054,VIC,Dance Class/Club,Yarra (C),North and West Metropolitan Region
Bootscoot'N Basics,,Bundoora,3083,VIC,Dance Class/Club,Whittlesea; Darebin; Banyule,North and West Metropolitan Region
Border Danceworks,South Street,Wodonga,3690,VIC,Dance Class/Club,Wodonga Rural,Hume
Boulders Rock and Roll - Epping,,Epping,3076,VIC,Dance Class/Club,Whittlesea,North and West Metropolitan Region
Boulders Rock and Roll - Kalkallo,,Kalkallo,3064,VIC,Dance Class/Club,,
Boulders Rock and Roll - Thornbury,,Thornbury,3071,VIC,Dance Class/Club,Darebin,North and West Metropolitan Region
Boulders Rock and Roll - Wallan,,Wallan,3756,VIC,Dance Class/Club,Whittlesea ; Macedon Ranges ; Mitchell,North and West Metropolitan Region; Loddon-Mallee; Hume
Box Hill and District Scottish Society,Theo's Church Hall,Surrey Hills,3127,VIC,Dance Class/Club,"Whitehorse , Boroondara",Eastern Metro
Boyd Acadamy of Dance,,Rowville,3193,VIC,Dance Class/Club,Knox,Eastern Metro
Brooklyn Dance School,506 Mt Alexander Road,Ascot Vale,3032,VIC,Dance Class/Club,Moonee Valley ; Maribyrnong,North and West Metropolitan Region
Brunswick Dance & Yoga Studio,458 Lygon Street,Brunswick East,3057,VIC,Dance Class/Club,Moreland,North and West Metropolitan Region
B.E.Y.O.N.D. Dance,,Heidelberg,3084,VIC,Dance Class/Club,Banyule,North and West Metropolitan Region
B.J's Dance Center,"Gate 2, Centenary Avenue",Melton,3337,VIC,Dance Class/Club,Wyndham ; Melton,North and West Metropolitan Region
Cactus Moon Linedance,,Werribee,3030,VIC,Dance Class/Club,Wyndham ; Melton ; Brimbank,North and West Metropolitan Region
CAE Arts,96 Flinders Street,Melbourne,3000,VIC,Dance Class/Club,Melbourne,North and West Metropolitan Region
Catherine Cosgriff,,Melbourne,3000,VIC,Dance Class/Club,Melbourne,North and West Metropolitan Region
Catherine Fennell Dance Academy,57 Springs Road,Clayton South,3169,VIC,Dance Class/Club,Kingston,Southern Metro
Cathy-Lea Academy of Performing Arts,"Unit 5, 15-19 Vesper Drive",Narre Warren,3805,VIC,Dance Class/Club,Casey,Southern Metro
Caulfield Over 50's Dance Group Inc.,PO Box 256,Caulfield,3162,VIC,Dance Class/Club,Glen Eira,Southern Metro
Ceroc Melbourne,PO Box 24,Port Melbourne,3207,VIC,Dance Class/Club,Port Phillip (C); Melbourne (C),Southern Metropolitan Region; North and West Metropolitan Region
Charisma Dance Centre,1 Queens Parade,Glen Iris,3146,VIC,Dance Class/Club,"Stonnington , Boroondara","Southern Metro, Eastern Metro"
Cheek To Cheek,480c Glenhuntly Road,Elsternwick,3185,VIC,Dance Class/Club,"Port Phillip , Glen Eira , Bayside",Southern Metro
Christian Dance Fellowship of Australia,8 Churchill Close,Murrumbeena,3163,VIC,Dance Class/Club,Glen Eira,Southern Metro
Christine Walsh Dance Centre,46 Cambridge Street,Collingwood,3066,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Chunky Move,111 Sturt Street,Southbank,3006,VIC,Dance Class/Club,Port Phillip ; Melbourne,North and West Metropolitan Region; Southern Metro
City Dance Centre,88 Kooyong Road,Armadale,3143,VIC,Dance Class/Club,Stonnington,Southern Metro
Colac Rock 'n' Roll Club,PO Box 318,Colac,3250,VIC,Dance Class/Club,Colac-otway,Barwon S/W
Country Soul Bootscooters - Glengarry,Glengarry Hall,Glengarry,3854,VIC,Dance Class/Club,La Trobe,Gippsland
Country Soul Bootscooters - Heyfield,Scout Hall,Heyfield,3858,VIC,Dance Class/Club,Wellington,Gippsland
Country Soul Bootscooters - Morwell,Guide Hall,Morwell,3840,VIC,Dance Class/Club,La Trobe,Gippsland
Cranbourne Dance Studio,187 Monahans Road,Cranbourne,3977,VIC,Dance Class/Club,"Frankston , Casey",Southern Metro
Cranbourne Old Time Dance Club Inc,4 Rando Court,Frankston South,3199,VIC,Dance Class/Club,Frankston,Southern Metro
Crazy Feet Dance Studio,"Office, 7 Moorhead Street",Camberwell,3124,VIC,Dance Class/Club,Boroondara,Eastern Metro
Cretan Dance Academy,40 Pleasant View Drive,Preston,3072,VIC,Dance Class/Club,Darebin,North and West Metropolitan Region
Cuban Dance Academy,PO Box 5296,Burnley,3121,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Dallas Academy Of Dance,24 Somerton Park Drive,Campbellfield,3061,VIC,Dance Class/Club,Hume,North and West Metropolitan Region
Dalmaine Dance Studio,,Canterbury,3126,VIC,Dance Class/Club,Boroondara,Eastern Metro
Dance Cats,Level 1/3 Hodgson Street,Fitzroy,3065,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Dance Dimensions,,Mitcham,3132,VIC,Dance Class/Club,"Whitehorse , Manningham",Eastern Metro
Dance Dynamics,953a Station Street,Box Hill North,3129,VIC,Dance Class/Club,"Whitehorse , Boroondara",Eastern Metro
Dance Dynamics,493 Church Street,Richmond,3121,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Dance Effects,71 Orville Street,Altona Meadows,3028,VIC,Dance Class/Club,Wyndham ; Hobsons Bay,North and West Metropolitan Region
Dance Energy,Merrilands Community Centre,Reservoir,3073,VIC,Dance Class/Club,Darebin,North and West Metropolitan Region
Dance Extensions,St Silas Church Hall,Balwyn North,3104,VIC,Dance Class/Club,Boroondara,Eastern Metro
Dance Factory Pty Ltd,442- 446 Church Street,Richmond,3121,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Dance Fitness Victoria,120 Windsor Crescent,Surrey Hills,3127,VIC,Dance Class/Club,"Whitehorse , Boroondara",Eastern Metro
Dance Focus Inc,1 Westbeach Road,St Kilda,3182,VIC,Dance Class/Club,Port Phillip,Southern Metro
Dance Lane,Factory 75 Triholm Avenue,Laverton,3028,VIC,Dance Class/Club,Wyndham ; Hobsons Bay,North and West Metropolitan Region
Dance Limits School Of Excellence,"2nd Floor, 8 - 10 Kirk Street",Moe,3825,VIC,Dance Class/Club,"La Trobe , Baw Baw",Gippsland
Dance Partners,Silas Anglican Church,Albert Park,3206,VIC,Dance Class/Club,Port Phillip,Southern Metro
Dance Revolution,2a Lindsay Street,Macleod,3085,VIC,Dance Class/Club,Darebin; Banyule,North and West Metropolitan Region
Dance Semantics,44 Peninsula Boulevard,Seaford,3198,VIC,Dance Class/Club,Frankston,Southern Metro
Dance Studio G & L Peirce,2 Hedley Court,Bendigo,3550,VIC,Dance Class/Club,Greater Bendigo,Loddon-Mallee
Dance Theatre,Ascot Vale Neighbourhood Centre,Ascot Vale,3032,VIC,Dance Class/Club,Moonee Valley (C); Maribyrnong (C),North and West Metropolitan Region
Dance Time International,,Croydon,3136,VIC,Dance Class/Club,Maroondah,Eastern Metro
Dance Unlimited School of Dance,5a Fosters Road,Keilor Park,3042,VIC,Dance Class/Club,Moonee Valley ; Brimbank,North and West Metropolitan Region
Dance Worx (Vic) Pty Ltd,"Unit 3, 329 Pascoe Vale Road",Essendon,3040,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
Dancehouse Inc,150 Princes Street,Carlton North,3054,VIC,Dance Class/Club,Yarra ; Melbourne,North and West Metropolitan Region
Dancehouse Studio Of Performing Arts,31 Bowes Avenue,Niddrie,3042,VIC,Dance Class/Club,Moonee Valley ; Brimbank,North and West Metropolitan Region
Dancehouse Studio Of Performing Arts,89 Cecil Street,Williamstown,3016,VIC,Dance Class/Club,Hobsons Bay,North and West Metropolitan Region
Dancentre at Bayside,74 Cochrane Street,Brighton North,3186,VIC,Dance Class/Club,Bayside,Southern Metro
Danceworks 114,"1st Floor, 114 Franklin Street",Traralgon,3844,VIC,Dance Class/Club,La Trobe,Gippsland
Dancing Goddess,"Shop 1, Fleetwood Crescent",Frankston South,3199,VIC,Dance Class/Club,Frankston,Southern Metro
Dandenong Academy Ballroom,"2nd Floor, 243 Lonsdale Street",Dandenong,3175,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
David Skinner's The Dance Studio,32 Evelyn Street,Whittlesea,3757,VIC,Dance Class/Club,Whittlesea; Nillumbik,North and West Metropolitan Region
Deanne Fordham School of Dance,Oakleigh Community Centre,Oakleigh,3166,VIC,Dance Class/Club,Monash (C),Eastern Metropolitan Region
Debbie Lee School Of Dancing,,Leopold,3224,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Debson Dancing Academy,,Ringwood,3134,VIC,Dance Class/Club,"Manningham , Maroondah",Eastern Metro
Debson Dancing Academy,,Boronia,3155,VIC,Dance Class/Club,"Maroondah , Knox",Eastern Metro
Debson Dancing Academy,,Healesville,3777,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Dempster Karen School Of Dance,,Wodonga,3690,VIC,Dance Class/Club,Wodonga Rural,Hume
Dennis Rochow Dance,"Unit 2, 28 Isabella Street",Geelong West,3218,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Dennis Yates Private Ball Room Dancing Tuition,Elgar Road,Box Hill,3128,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Diakosmos School of Contemporary Dance,PO Box 2081 ,Fitzroy,3065,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Diamond Creek Dance Centre,68 Hurstbridge Road,Diamond Creek,3089,VIC,Dance Class/Club,Nillumbik,North and West Metropolitan Region
Dingley Village Dance Centre,296 Spring Road,Dingley Village,3172,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
Double D Dance Studio,Goulburn Valley Hotel's Caberet Room,Shepparton,3630,VIC,Dance Class/Club,Greater Shepparton,Hume
Dreams Dancity,"Factory 2, 36 Wells Road",Seaford,3198,VIC,Dance Class/Club,Frankston,Southern Metro
D.E.T. Dance Emergency Teaching,,Prahran,3181,VIC,Dance Class/Club,Stonnington,Southern Metro
Eagle Rockers,,Bayswater,3153,VIC,Dance Class/Club,"Maroondah , Knox",Eastern Metro
Egyptian Dance - Hilal Dance,,Gardenvale,3185,VIC,Dance Class/Club,"Port Phillip , Glen Eira , Bayside",Southern Metro
Egyptian Dance - Hilal Dance,,Brighton,3186,VIC,Dance Class/Club,Bayside,Southern Metro
Electric Dance Connection,2/21 Power Road,Bayswater,3153,VIC,Dance Class/Club,"Maroondah , Knox",Eastern Metro
Elite Dance Studio,,Eltham,3095,VIC,Dance Class/Club,Nillumbik,North and West Metropolitan Region
Eltham Dance Studios,68 Hurstbridge Road,Diamond Creek,3089,VIC,Dance Class/Club,Nillumbik,North and West Metropolitan Region
Energetics Dance Club,25 Keys Street,Frankston,3199,VIC,Dance Class/Club,Frankston,Southern Metro
Escapade Dance Studios,5 Smith Avenue,Thomastown,3074,VIC,Dance Class/Club,Whittlesea,North and West Metropolitan Region
Essendon Academy of Ballet,950 Mt Alexander Road,Essendon,3040,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
Essendon Danse Academy,305 Buckley Street,Essendon,3040,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
Essendon Square Dance Club,Maribyrnong  Community Centre,Maribyrnong,3032,VIC,Dance Class/Club,Moonee Valley (C); Maribyrnong (C),North and West Metropolitan Region
Essentially Ballet,73 Devonshire Road,Watsonia,3087,VIC,Dance Class/Club,Banyule,North and West Metropolitan Region
Excell Dance Centre,3 Williams Road,Shepparton,3630,VIC,Dance Class/Club,Greater Shepparton,Hume
Exisdance Break Skool,PO Box 1431,Ballarat,3354,VIC,Dance Class/Club,Ballarat,Grampians
First Step Academy Of Dance,PO Box 146,Hampton Park,3976,VIC,Dance Class/Club,"Greater Dandenong , Casey",Southern Metro
Flamenco Performing Arts Studio,56 Johnston Street,Fitzroy,3065,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Forever Dance,1st Floor,Richmond,3121,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Fourmost Dance Company,,Kilsyth  South,3137,VIC,Dance Class/Club,"Yarra Ranges , Maroondah",Eastern Metro
Freedom Dance Academy,Factory 1,Kealba,3021,VIC,Dance Class/Club,Brimbank,North and West Metropolitan Region
Funkidance Australia,162 Bay Street,Port Melbourne,3207,VIC,Dance Class/Club,Port Phillip (C); Melbourne (C),Southern Metropolitan Region; North and West Metropolitan Region
FunkTap.com,,Richmond,3121,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Geelong Ballet Centre,126-128 Ryrie Street,Geelong,3220,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Geelong City Rock 'n' Roll,"Unit 2, 28 Isabella Street",Geelong West,3218,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Geelong Jukebox Rockers,PO Box 2046,Geelong,3220,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Geraldine O'Shea Irish Dance School,406 Highbury Road,Mount Waverley,3149,VIC,Dance Class/Club,Monash,Eastern Metro
Glinski Julie School Of Dance,155 Melbourne Road,Wodonga,3690,VIC,Dance Class/Club,Wodonga Rural,Hume
Golden Sands Bellydance Studio,,South Melbourne,3205,VIC,Dance Class/Club,Port Phillip,Southern Metro
Gotta Dance Studio,7 Gleeson Drive,Bundoora,3083,VIC,Dance Class/Club,Whittlesea; Darebin; Banyule,North and West Metropolitan Region
Goulburn Valley Academy of Ballet,50 Palmer Road,Shepparton,3630,VIC,Dance Class/Club,Greater Shepparton,Hume
Graham & Marjorie Kavanagh Ballroom Dancing Academy,2 Edina Court,Leopold,3224,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Granada Dance Centre,1927a Malvern Road,Malvern East,3145,VIC,Dance Class/Club,"Stonnington , Glen Eira",Southern Metro
Hamilton R & R,,Hamilton,3300,VIC,Dance Class/Club,Southern Grampians,Barwon S/W
Hawthorn Calisthenics College,241 Auburn Road,Hawthorn,3122,VIC,Dance Class/Club,Boroondara,Eastern Metro
Hawthorn Studio Of Dance,,Hawthorn,3122,VIC,Dance Class/Club,Boroondara,Eastern Metro
Helen Curwood Dance Centre,314 Mt Alexander Road,Ascot Vale,3032,VIC,Dance Class/Club,Moonee Valley ; Maribyrnong,North and West Metropolitan Region
Hesketh Russ,5 Malabar Court,Keysborough,3173,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
Hightone Dance Academy,34 Heyers Road,Grovedale,3216,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Hildebrand Carole,51 Westerfield Drive,Clayton North,3168,VIC,Dance Class/Club,Monash (C),Eastern Metropolitan Region
Hildebrand Carole,568 Brown Road,Officer,3809,VIC,Dance Class/Club,Cardinia (S),Southern Metropolitan Region
Hip to Hip Middle Eastern Dance Studio,Level 1,Richmond,3121,VIC,Dance Class/Club,Yarra,North and West Metropolitan Region
Horsham R & R,,Horsham,3400,VIC,Dance Class/Club,Horsham Rural,Grampians
Hot Rod Rockers,,Bacchus Marsh,3340,VIC,Dance Class/Club,"Wyndham , Moorabool , Melton",Grampians
Imperial Society Of Teachers Of Dancing Victoria,PO Box 151,Ferny Creek,3786,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Institute of Performing Arts,138 A & B Puckle Street,Moonee Ponds,3039,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
International Dance Studios,"2nd Floor, 207 Glenhuntly Road",Elsternwick,3185,VIC,Dance Class/Club,"Port Phillip , Glen Eira , Bayside",Southern Metro
Irish Dance Company Of Australia,11 Herbert Street,Avondale Heights,3034,VIC,Dance Class/Club,Moonee Valley,North and West Metropolitan Region
Irish Dancing School,20 West Street,Footscray,3011,VIC,Dance Class/Club,Maribyrnong,North and West Metropolitan Region
Isolation Performing Arts Studio,51 Catalina Drive,Tullamarine,3043,VIC,Dance Class/Club,Moreland ; Hume,North and West Metropolitan Region
J & J Line Dancing,42 Spruce Drive,Rowville,3178,VIC,Dance Class/Club,Knox,Eastern Metro
Jacqui Cooper Ballroom Dancing,,Paynesville,3880,VIC,Dance Class/Club,East Gippsland,Gippsland
Jay-Dee Dance Studios,309 Riversdale Road,Hawthorn East,3123,VIC,Dance Class/Club,Boroondara,Eastern Metro
Jay-Zee Dance Classes - Scoresby,Scorebsy Primary School,Scoresby,3179,VIC,Dance Class/Club,Knox (C),Eastern Metropolitan Region
Jay-Zee Dance Classes - Wantirna,Templeton Primary School,Wantirna,3152,VIC,Dance Class/Club,Knox (C),Eastern Metropolitan Region
Jazz Reaction Dance Studio,Personal Best Fitness Centre,Bayswater,3153,VIC,Dance Class/Club,"Maroondah , Knox",Eastern Metro
Jewelled Serpent,Canterbury Road,Forest Hill,3131,VIC,Dance Class/Club,Whitehorse,Eastern Metro
"Jewels Belly Dance, Costumes & Accessories",Service Street,Malmsbury,3446,VIC,Dance Class/Club,,
Jhanak Dance Company,24 Trent Court,Burwood East,3151,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Jim Welsh Dance Studio,12 Armstrong Street,Ballarat,3350,VIC,Dance Class/Club,Ballarat,Grampians
Jive 55,,Gippsland,3850,VIC,Dance Class/Club,,
Jo-Maree School of Dance,Hampton Park Primary School,Hampton Park,3976,VIC,Dance Class/Club,Greater Dandenong (C); Casey (C),Southern Metropolitan Region
Johnny Young Talent School - Mill Park,"Mill Park Secondary College, Moorehead Drive",Mill Park,3082,VIC,Dance Class/Club,Whittlesea,North and West Metropolitan Region
Joining the Chorus,49 Batman Street,West Melbourne,3003,VIC,Dance Class/Club,Melbourne,North and West Metropolitan Region
Judy R Dance Studio,16 Spratling Street,Reservoir,3073,VIC,Dance Class/Club,Darebin,North and West Metropolitan Region
Jukebox Jive - Bagheera's,Studio 8,Hallam,3803,VIC,Dance Class/Club,Casey,Southern Metro
Julie Glinski's School of Dance,155 Melbourne Road,Wodonga,3690,VIC,Dance Class/Club,Wodonga Rural,Hume
Julie Heydon School of Dance,50 View Street,Bendigo,3550,VIC,Dance Class/Club,Greater Bendigo,Loddon-Mallee
J.A.M.M. Dance Centre Eltham,47 Ryans Road,Eltham,3095,VIC,Dance Class/Club,Nillumbik,North and West Metropolitan Region
J.A.M.M. Dance Centre Lower Templestowe,286 Thompsons Road,Lower Templestowe,3107,VIC,Dance Class/Club,Manningham,Eastern Metro
K C's School of Dance,81 Burke Street,Warragul,3820,VIC,Dance Class/Club,Baw Baw,Gippsland
K J Dance Studio & Boutique,8 Driffield Road,Morwell,3840,VIC,Dance Class/Club,La Trobe,Gippsland
Kallista Dance Academy,12 Mansfield Street,Blackburn South,3130,VIC,Dance Class/Club,Whitehorse,Eastern Metro
Kallista Dance Academy,18 Main Street,Monbulk,3793,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Karen Dempster School Of Dance,34 Whernside Drive,Wodonga,3690,VIC,Dance Class/Club,Wodonga Rural,Hume
Karen Feldman's Dance Studio,Vines Road Community Centre,Hamlyn Heights,3215,VIC,Dance Class/Club,Greater Geelong,Barwon S/W
Kates Dance World,PO Box 40,Mooroolbark,3138,VIC,Dance Class/Club,"Yarra Ranges , Maroondah",Eastern Metro
Kathleen McAleer School of Irish Dance,,Narre Warren,3805,VIC,Dance Class/Club,Casey,Southern Metro
Kathleen McAleer School of Irish Dance,,Pakenham,3810,VIC,Dance Class/Club,Cardinia,Southern Metro
Kathleen McAleer School of Irish Dance,,Cranbourne,3977,VIC,Dance Class/Club,"Frankston , Casey",Southern Metro
Kathleen McAleer School of Irish Dance,,Dandenong,3175,VIC,Dance Class/Club,Greater Dandenong,Southern Metro
Kathleen McAleer School of Irish Dance,,Belgrave,3160,VIC,Dance Class/Club,Yarra Ranges,Eastern Metro
Kathleen McAleer School of Irish Dance,,Endeavour Hills,3802,VIC,Dance Class/Club,Casey,Southern Metro
